Food Name,region,diet_type,ingredients,calories,carbs,fat,protein
Mizo Fried Rice with Pork,Mizoram,Non-Veg,None,350,50,25,20
Mizo Chicken and Veg Curry,Mizoram,Non-Veg,None,300,30,15,20
Mizo Pork with Veg Soup,Mizoram,Non-Veg,None,250,20,25,20
Mizo Chicken with Pumpkin and Veg,Mizoram,Non-Veg,None,320,30,20,25
Mizo Fried Fish with Rice and Veg,Mizoram,Non-Veg,None,350,50,25,25
Mizo Vegetable Soup with Pork,Mizoram,Non-Veg,None,250,25,15,20
Mizo Pork and Rice Curry,Mizoram,Non-Veg,None,350,55,25,20
Mizo Chicken and Bean Salad,Mizoram,Non-Veg,None,250,20,10,20
Mizo Fried Rice with Veg and Chicken,Mizoram,Non-Veg,None,350,50,20,25
Mizo Pork and Vegetable Soup,Mizoram,Non-Veg,None,250,20,15,20
Mizo Chicken Stew with Veg,Mizoram,Non-Veg,None,300,30,15,20
Mizo Rice with Green Beans,Mizoram,Veg,None,250,45,5,10
Mizo Pork and Green Bean Soup,Mizoram,Non-Veg,None,250,20,15,20
Mizo Chicken and Veg Salad,Mizoram,Non-Veg,None,250,20,10,20
Mizo Veg and Pork Stew,Mizoram,Non-Veg,None,350,30,25,20
Mizo Fried Fish and Rice,Mizoram,Non-Veg,None,350,50,20,25
Mizo Chicken and Pumpkin Soup,Mizoram,Non-Veg,None,300,30,15,20
Mizo Pork Fried Rice with Veg,Mizoram,Non-Veg,None,350,50,25,20
Mizo Chicken and Veg Soup,Mizoram,Non-Veg,None,250,20,15,20
Mizo Pork with Pumpkin and Veg,Mizoram,Non-Veg,None,350,30,25,20
Mizo Fried Rice with Chicken,Mizoram,Non-Veg,None,350,50,20,25
Mizo Chicken and Vegetable Salad,Mizoram,Non-Veg,None,250,20,10,20
Mizo Pork and Vegetable Curry,Mizoram,Non-Veg,None,350,30,25,20
Mizo Chicken with Veg Stew,Mizoram,Non-Veg,None,300,30,15,20
Mizo Fried Fish with Beans,Mizoram,Non-Veg,None,300,20,15,25
Mizo Vegetable Soup with Pork,Mizoram,Non-Veg,None,250,20,15,20
Mizo Pork with Veg and Rice,Mizoram,Non-Veg,None,400,60,25,20
Mizo Chicken and Veg Soup,Mizoram,Non-Veg,None,250,20,10,20
Mizo Chicken with Beans and Rice,Mizoram,Non-Veg,None,350,30,25,20
Mizo Vegetable Salad with Rice,Mizoram,Veg,None,300,50,10,15
Mizo Pork and Vegetable Stir Fry,Mizoram,Non-Veg,None,350,30,25,20
Mizo Chicken with Veg and Rice,Mizoram,Non-Veg,None,350,50,20,25
Mizo Fried Rice with Chicken and Veg,Mizoram,Non-Veg,None,350,50,20,25
Mizo Chicken with Veg Curry,Mizoram,Non-Veg,None,300,30,15,20
Mizo Vegetable Soup with Chicken,Mizoram,Non-Veg,None,250,20,10,25
Mizo Pork and Bean Stew with Rice,Mizoram,Non-Veg,None,400,35,30,20
Mizo Chicken with Rice and Veg,Mizoram,Non-Veg,None,350,55,20,25
Mizo Vegetable Stir Fry with Rice,Mizoram,Veg,None,300,55,10,15
Khar,Meghalaya,Non-Veg,None,200,10,15,12
Jadoh,Meghalaya,Non-Veg,None,250,40,18,20
Dohneiiong,Meghalaya,Non-Veg,None,300,20,25,22
Pumaloi,Meghalaya,Veg,None,180,35,2,5
Tungrymbai,Meghalaya,Veg,None,220,20,10,15
Khurkhure,Meghalaya,Non-Veg,None,280,25,22,20
Momos,Meghalaya,Non-Veg,None,150,25,5,10
Bamboo Shoot Curry,Meghalaya,Veg,None,200,15,10,7
Vawksa Rep,Meghalaya,Non-Veg,None,350,15,30,25
Nakham Bitchi,Meghalaya,Veg,None,170,40,5,8
Shillong Pork,Meghalaya,Non-Veg,None,300,10,28,24
Khasi Pulao,Meghalaya,Non-Veg,None,260,45,18,15
Veg Thali,Meghalaya,Veg,None,350,50,15,20
Pork with Bamboo Shoot,Meghalaya,Non-Veg,None,320,25,22,28
Raya,Meghalaya,Veg,None,150,35,1,6
Sohra Pulao,Meghalaya,Veg,None,230,40,8,12
Pork with Black Sesame Seeds,Meghalaya,Non-Veg,None,310,15,30,22
Patri,Meghalaya,Veg,None,180,25,4,7
Meghalaya Chicken Curry,Meghalaya,Non-Veg,None,290,20,25,20
Bamboo Shoot Pickle,Meghalaya,Veg,None,100,10,2,3
Riverside Fish Curry,Meghalaya,Non-Veg,None,280,12,22,15
Roasted Pork,Meghalaya,Non-Veg,None,350,20,35,30
Vegetable Salad,Meghalaya,Veg,None,120,30,1,4
Shija,Meghalaya,Veg,None,190,28,4,5
Pork and Black Bean Stew,Meghalaya,Non-Veg,None,320,18,28,24
Khaman,Meghalaya,Veg,None,150,25,3,6
Spicy Pork Salad,Meghalaya,Non-Veg,None,280,12,25,20
Mutton Khar,Meghalaya,Non-Veg,None,310,18,30,22
Sweet Potato Curry,Meghalaya,Veg,None,200,40,5,7
Pork and Potato Stew,Meghalaya,Non-Veg,None,320,20,28,25
Rice Cake,Meghalaya,Veg,None,170,35,3,5
Duck with Bamboo Shoot,Meghalaya,Non-Veg,None,350,15,32,25
Mixed Vegetable Curry,Meghalaya,Veg,None,200,30,5,8
Meghalaya Chicken Soup,Meghalaya,Non-Veg,None,250,15,20,18
Vegetable Pakora,Meghalaya,Veg,None,150,20,10,7
Meghalaya Fish Fry,Meghalaya,Non-Veg,None,280,12,25,20
Khar with Pork,Meghalaya,Non-Veg,None,320,15,30,25
Vegetable Fried Rice,Meghalaya,Veg,None,250,45,8,10
Pork and Bamboo Shoot Curry,Meghalaya,Non-Veg,None,310,20,28,22
Masala Rice,Meghalaya,Veg,None,220,35,7,9
Duck Curry,Meghalaya,Non-Veg,None,330,18,32,25
Bamboo Shoot Soup,Meghalaya,Veg,None,180,12,4,5
Pork with Rice,Meghalaya,Non-Veg,None,280,45,20,18
Sweet Corn Soup,Meghalaya,Veg,None,150,28,2,4
Pork Skewers,Meghalaya,Non-Veg,None,300,20,25,22
Ginger Pork,Meghalaya,Non-Veg,None,320,15,30,25
Spicy Potato Curry,Meghalaya,Veg,None,200,35,7,8
Pork with Tomato Curry,Meghalaya,Non-Veg,None,310,20,28,24
Vegetable Stew,Meghalaya,Veg,None,180,30,5,7
Pork with Green Chili,Meghalaya,Non-Veg,None,330,15,32,25
Pork and Bean Salad,Meghalaya,Non-Veg,None,290,20,28,20
Chicken with Bamboo Shoot,Meghalaya,Non-Veg,None,320,18,30,25
Spicy Vegetable Soup,Meghalaya,Veg,None,150,25,3,6
Meghalaya Fish Curry,Meghalaya,Non-Veg,None,280,15,22,18
Pork Khar,Meghalaya,Non-Veg,None,320,20,30,25
Cabbage Curry,Meghalaya,Veg,None,180,30,4,7
Duck with Black Beans,Meghalaya,Non-Veg,None,350,15,35,30
Vegetable Stir-Fry,Meghalaya,Veg,None,200,25,6,8
Meghalaya Chicken Salad,Meghalaya,Non-Veg,None,270,12,25,20
Pork with Spinach,Meghalaya,Non-Veg,None,320,20,30,22
Pumpkin Soup,Meghalaya,Veg,None,170,28,2,5
Pork with Peppers,Meghalaya,Non-Veg,None,310,18,28,20
Vegetable and Lentil Curry,Meghalaya,Veg,None,200,35,8,9
Fish with Tomato Sauce,Meghalaya,Non-Veg,None,250,15,20,18
Pork and Potato Salad,Meghalaya,Non-Veg,None,290,20,28,22
Vegetable Curry with Rice,Meghalaya,Veg,None,250,45,10,12
Duck Curry with Bamboo Shoots,Meghalaya,Non-Veg,None,330,18,32,28
Pork with Green Beans,Meghalaya,Non-Veg,None,310,20,28,24
Chili Chicken,Meghalaya,Non-Veg,None,290,15,25,22
Vegetable Dumplings,Meghalaya,Veg,None,150,30,4,5
Pork and Mushroom Curry,Meghalaya,Non-Veg,None,320,15,30,25
Fish and Vegetable Stew,Meghalaya,Non-Veg,None,280,20,25,18
Spicy Veggie Noodles,Meghalaya,Veg,None,250,45,8,10
Pork with Pumpkin,Meghalaya,Non-Veg,None,320,20,30,25
Chicken Stew with Veggies,Meghalaya,Non-Veg,None,270,15,25,20
Green Bean Salad,Meghalaya,Veg,None,180,25,2,4
Pork and Bean Curry,Meghalaya,Non-Veg,None,310,20,30,22
Rice and Lentil Soup,Meghalaya,Veg,None,200,30,6,8
Pork with Eggplant,Meghalaya,Non-Veg,None,320,20,28,25
Spicy Vegetable Stir-fry,Meghalaya,Veg,None,200,25,4,6
Meghalaya Mutton Curry,Meghalaya,Non-Veg,None,320,15,30,28
Vegetable Pulao,Meghalaya,Veg,None,220,35,7,10
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,330,20,32,28
Cabbage and Pork Stew,Meghalaya,Non-Veg,None,290,25,30,22
Sweet Potato and Pork Curry,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable Samosa,Meghalaya,Veg,None,180,30,6,8
Duck with Vegetable Curry,Meghalaya,Non-Veg,None,330,20,32,28
Pork with Green Beans and Peppers,Meghalaya,Non-Veg,None,310,20,28,24
Vegetable Soup with Rice,Meghalaya,Veg,None,200,30,5,7
Meghalaya Fish Stew,Meghalaya,Non-Veg,None,270,18,22,18
Pork and Green Chili Stew,Meghalaya,Non-Veg,None,330,15,30,25
Vegetable and Bean Stew,Meghalaya,Veg,None,200,35,6,8
Chicken and Vegetable Curry,Meghalaya,Non-Veg,None,270,20,25,22
Spicy Pork and Rice,Meghalaya,Non-Veg,None,320,25,30,28
Vegetable Kebab,Meghalaya,Veg,None,150,25,5,6
Duck with Bamboo Shoots and Peppers,Meghalaya,Non-Veg,None,350,20,35,30
Pork and Sweet Corn Stew,Meghalaya,Non-Veg,None,320,25,30,28
Vegetable and Pork Salad,Meghalaya,Non-Veg,None,290,20,25,20
Chicken and Bean Stew,Meghalaya,Non-Veg,None,270,25,20,22
Pumpkin and Pork Curry,Meghalaya,Non-Veg,None,330,20,32,28
Vegetable and Lentil Soup,Meghalaya,Veg,None,200,30,6,8
Meghalaya Duck Salad,Meghalaya,Non-Veg,None,290,15,25,22
Pork with Mixed Vegetables,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable Fried Rice with Nuts,Meghalaya,Veg,Nuts,250,45,8,10
Duck Curry with Potatoes,Meghalaya,Non-Veg,None,340,20,35,30
Chicken Curry with Vegetables,Meghalaya,Non-Veg,None,270,15,25,22
Vegetable and Pork Stir-fry,Meghalaya,Non-Veg,None,290,25,28,20
Sweet Potato and Vegetable Curry,Meghalaya,Veg,None,220,35,6,7
Pork and Eggplant Stir-fry,Meghalaya,Non-Veg,None,320,20,30,25
Duck with Tomato Curry,Meghalaya,Non-Veg,None,340,15,32,28
Vegetable and Chicken Soup,Meghalaya,Non-Veg,None,250,25,15,20
Pork and Bean Salad,Meghalaya,Non-Veg,None,280,20,25,22
Vegetable Curry with Pork,Meghalaya,Non-Veg,None,320,25,30,28
Duck and Vegetable Stew,Meghalaya,Non-Veg,None,340,20,32,30
Pork and Cabbage Stir-fry,Meghalaya,Non-Veg,None,310,25,28,24
Vegetable Curry with Sweet Potato,Meghalaya,Veg,None,220,30,6,8
Pork with Carrots and Beans,Meghalaya,Non-Veg,None,320,20,30,25
Vegetable and Duck Salad,Meghalaya,Non-Veg,None,290,25,28,20
Spicy Pork and Rice Soup,Meghalaya,Non-Veg,None,310,20,28,22
Sweet Potato and Pork Stew,Meghalaya,Non-Veg,None,330,25,32,28
Pork with Mushrooms and Beans,Meghalaya,Non-Veg,None,310,20,30,25
Vegetable and Chicken Salad,Meghalaya,Non-Veg,None,270,20,25,22
Pork and Pumpkin Curry,Meghalaya,Non-Veg,None,330,25,32,28
Vegetable Soup with Beans,Meghalaya,Veg,None,200,30,6,8
Duck Curry with Spinach,Meghalaya,Non-Veg,None,340,20,35,30
Pork and Potato Stir-fry,Meghalaya,Non-Veg,None,320,20,30,25
Vegetable Pulao with Nuts,Meghalaya,Veg,Nuts,250,45,8,10
Duck with Beans and Peppers,Meghalaya,Non-Veg,None,340,25,32,28
Pork and Sweet Potato Stew,Meghalaya,Non-Veg,None,320,25,30,28
Vegetable Stir-fry with Pork,Meghalaya,Non-Veg,None,310,20,28,25
Chicken and Cabbage Curry,Meghalaya,Non-Veg,None,270,15,25,22
Pork with Cauliflower,Meghalaya,Non-Veg,None,310,20,28,24
Vegetable Curry with Peanuts,Meghalaya,Veg,Peanuts,220,35,6,8
Duck and Potato Stew,Meghalaya,Non-Veg,None,340,25,32,30
Pork and Carrot Stir-fry,Meghalaya,Non-Veg,None,310,25,30,25
Vegetable and Bean Curry,Meghalaya,Veg,None,200,35,6,8
Chicken and Mushroom Curry,Meghalaya,Non-Veg,None,270,20,25,22
Pork with Spinach and Peppers,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable and Mushroom Soup,Meghalaya,Veg,None,200,30,5,8
Duck with Pumpkin and Beans,Meghalaya,Non-Veg,None,350,20,35,30
Pork with Beans and Peppers,Meghalaya,Non-Veg,None,310,20,28,24
Vegetable and Sweet Corn Salad,Meghalaya,Veg,None,200,30,6,8
Pork and Green Beans Stew,Meghalaya,Non-Veg,None,320,20,30,25
Vegetable and Chicken Stir-fry,Meghalaya,Non-Veg,None,290,25,28,22
Pork with Bean Curry,Meghalaya,Non-Veg,None,310,20,30,22
Vegetable Curry with Chicken,Meghalaya,Non-Veg,None,270,20,25,22
Pork and Carrot Curry,Meghalaya,Non-Veg,None,310,25,30,25
Vegetable and Eggplant Curry,Meghalaya,Veg,None,200,30,6,8
Duck with Sweet Potato and Beans,Meghalaya,Non-Veg,None,340,25,35,30
Pork and Mushroom Salad,Meghalaya,Non-Veg,None,290,20,25,20
Vegetable Soup with Peanuts,Meghalaya,Veg,Peanuts,220,35,6,8
Pork and Vegetable Curry,Meghalaya,Non-Veg,None,320,25,30,28
Chicken Curry with Beans,Meghalaya,Non-Veg,None,270,20,25,22
Vegetable and Duck Stir-fry,Meghalaya,Non-Veg,None,290,25,28,20
Pork and Carrot Salad,Meghalaya,Non-Veg,None,310,25,30,25
Vegetable and Pork Stir-fry,Meghalaya,Non-Veg,None,310,20,28,24
Pork and Vegetable Salad,Meghalaya,Non-Veg,None,290,20,28,22
Duck with Mushroom and Peppers,Meghalaya,Non-Veg,None,340,25,32,30
Vegetable and Bean Soup,Meghalaya,Veg,None,200,30,6,8
Pork and Cabbage Salad,Meghalaya,Non-Veg,None,290,20,28,22
Vegetable and Pork Soup,Meghalaya,Non-Veg,None,320,25,30,28
Chicken and Vegetable Salad,Meghalaya,Non-Veg,None,270,15,25,22
Pork with Beans and Mushrooms,Meghalaya,Non-Veg,None,310,20,30,25
Pork and Bean Curry,Meghalaya,Non-Veg,None,320,25,30,28
Duck with Green Beans,Meghalaya,Non-Veg,None,340,20,35,30
Vegetable Soup with Sweet Corn,Meghalaya,Veg,None,200,30,6,8
Pork with Mushrooms and Spinach,Meghalaya,Non-Veg,None,320,20,30,25
Vegetable and Bean Curry,Meghalaya,Veg,None,200,35,6,8
Pork and Peppers Curry,Meghalaya,Non-Veg,None,310,20,30,25
Vegetable Stir-fry with Chicken,Meghalaya,Non-Veg,None,290,25,28,20
Pork with Green Chili Curry,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable and Sweet Corn Soup,Meghalaya,Veg,None,200,30,6,8
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,320,20,30,25
Pork with Sweet Potato and Peppers,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable and Mushroom Salad,Meghalaya,Veg,None,200,30,6,8
Duck with Green Chili and Beans,Meghalaya,Non-Veg,None,340,25,32,30
Vegetable Curry with Carrots,Meghalaya,Veg,None,220,30,6,8
Pork and Sweet Corn Curry,Meghalaya,Non-Veg,None,320,25,30,28
Vegetable and Carrot Salad,Meghalaya,Veg,None,200,30,6,8
Pork with Spinach and Mushrooms,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable and Bean Curry,Meghalaya,Veg,None,200,35,6,8
Duck with Peanuts and Beans,Meghalaya,Non-Veg,Peanuts,340,25,32,28
Pork and Sweet Potato Soup,Meghalaya,Non-Veg,None,320,25,30,28
Pork with Peanuts and Beans,Meghalaya,Non-Veg,Peanuts,320,25,30,25
Vegetable and Duck Soup,Meghalaya,Non-Veg,None,250,25,15,20
Pork with Peanuts and Mushrooms,Meghalaya,Non-Veg,Peanuts,320,20,30,25
Vegetable Stir-fry with Mushrooms,Meghalaya,Veg,None,200,30,6,8
Pork with Green Beans and Peanuts,Meghalaya,Non-Veg,Peanuts,320,25,30,25
Pork with Sweet Potato and Beans,Meghalaya,Non-Veg,None,320,25,30,28
Vegetable and Duck Salad,Meghalaya,Non-Veg,None,290,20,28,22
Pork and Mushroom Stir-fry,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable Curry with Sweet Corn,Meghalaya,Veg,None,200,30,6,8
Pork and Bean Stir-fry,Meghalaya,Non-Veg,None,320,20,30,25
Vegetable and Duck Stir-fry,Meghalaya,Non-Veg,None,290,25,28,22
Pork and Carrot Stir-fry,Meghalaya,Non-Veg,None,320,25,30,25
Vegetable Curry with Beans,Meghalaya,Veg,None,200,35,6,8
Pork with Mushrooms and Peanuts,Meghalaya,Non-Veg,Peanuts,320,25,30,25
Pork and Duck Curry,Meghalaya,Non-Veg,None,330,25,32,28
Vegetable and Chicken Salad,Meghalaya,Non-Veg,None,270,15,25,22
Vegetable and Mushroom Stir-fry,Meghalaya,Veg,None,200,30,6,8
Eromba,Manipur,Veg,None,200,20,10,5
Shingju,Manipur,Veg,None,150,15,8,4
Okhomri,Manipur,Veg,None,180,22,9,6
Nga-Thongba,Manipur,Non-Veg,None,250,10,15,25
Kangshoi,Manipur,Veg,None,190,18,7,6
Chamthong,Manipur,Veg,None,210,20,12,8
Mithuna,Manipur,Non-Veg,None,280,12,18,30
Pakora,Manipur,Veg,None,250,25,15,10
Thukpa,Manipur,Non-Veg,None,350,40,12,25
Kangshoi with Fish,Manipur,Non-Veg,None,300,22,18,20
Macher Jhol,Manipur,Non-Veg,None,320,25,20,22
Steamed Fish,Manipur,Non-Veg,None,200,5,10,25
Fish Curry,Manipur,Non-Veg,None,350,15,25,20
Naga Stew,Manipur,Non-Veg,None,320,20,22,18
Vegetable Khichdi,Manipur,Veg,None,230,30,7,10
Pork with Bamboo Shoot,Manipur,Non-Veg,None,350,15,25,20
Bamboo Shoot Salad,Manipur,Veg,None,150,12,5,6
Eroomba with Fish,Manipur,Non-Veg,None,320,20,22,18
Chakhao Kheer,Manipur,Veg,None,350,50,10,15
Sana Thongba,Manipur,Veg,None,180,15,7,5
Aloo Ngari,Manipur,Veg,None,220,25,8,5
Hawaijar,Manipur,Non-Veg,None,300,18,20,25
Khao Yum,Manipur,Veg,None,200,30,5,6
Chakhao,Manipur,Veg,None,220,35,7,4
Nungshiba,Manipur,Veg,None,210,25,8,6
Pawnbut,Manipur,Veg,None,200,20,9,7
Angouba,Manipur,Veg,None,180,22,8,5
Sani Kangshoi,Manipur,Veg,None,190,18,7,6
Mritsang,Manipur,Non-Veg,None,300,15,20,25
Lai Phadei,Manipur,Veg,None,210,22,8,7
Pungshing,Manipur,Non-Veg,None,320,18,22,20
Bamboo Shoot Soup,Manipur,Veg,None,160,12,6,5
Meeyam,Manipur,Veg,None,190,20,8,6
Bara,Manipur,Veg,None,220,25,9,7
Nungshiba with Fish,Manipur,Non-Veg,None,320,22,18,20
Mingkhat,Manipur,Non-Veg,None,310,20,22,18
Sana Makhong,Manipur,Veg,None,180,15,7,5
Yongcha,Manipur,Veg,None,200,25,8,6
Saba,Manipur,Non-Veg,None,290,12,22,25
Thangjing,Manipur,Non-Veg,None,320,18,20,20
Aloo Kangshoi,Manipur,Veg,None,230,28,8,5
Cha Thongba,Manipur,Non-Veg,None,320,15,20,22
Kangshoi with Pork,Manipur,Non-Veg,None,350,22,25,20
Peshawari Paneer,Manipur,Veg,None,250,18,15,8
Chamthong with Fish,Manipur,Non-Veg,None,340,20,22,25
Bamboo Shoot Curry,Manipur,Veg,None,220,25,9,7
Tungba,Manipur,Non-Veg,None,300,15,18,20
Mumlik,Manipur,Non-Veg,None,310,20,22,18
Thangjing with Pork,Manipur,Non-Veg,None,320,18,20,22
Sungthang,Manipur,Veg,None,190,15,7,5
Kangshoi with Beef,Manipur,Non-Veg,None,330,20,25,22
Naga Chicken,Manipur,Non-Veg,None,310,15,22,25
Eromba with Pork,Manipur,Non-Veg,None,320,18,20,22
Khao Thek,Manipur,Veg,None,200,20,8,6
Eromba with Beef,Manipur,Non-Veg,None,330,20,22,20
Hawaijar with Fish,Manipur,Non-Veg,None,320,18,20,25
Kangshoi with Chicken,Manipur,Non-Veg,None,340,22,25,22
Chakhao with Fish,Manipur,Non-Veg,None,320,20,22,20
Eroomba with Mutton,Manipur,Non-Veg,None,340,22,25,22
Saba with Bamboo Shoot,Manipur,Non-Veg,None,310,15,22,25
Aloo Makhong,Manipur,Veg,None,220,30,9,6
Mumlik with Pork,Manipur,Non-Veg,None,320,22,25,20
Eromba with Chicken,Manipur,Non-Veg,None,330,20,22,25
Cha Thongba with Pork,Manipur,Non-Veg,None,340,22,25,22
Kangshoi with Mutton,Manipur,Non-Veg,None,350,20,25,25
Steamed Pork,Manipur,Non-Veg,None,290,15,20,22
Macher Jhol with Bamboo Shoot,Manipur,Non-Veg,None,340,22,25,20
Eromba with Bamboo Shoot,Manipur,Non-Veg,None,320,20,22,22
Kangshoi with Pork and Bamboo Shoot,Manipur,Non-Veg,None,340,22,25,25
Thukpa with Chicken,Manipur,Non-Veg,None,340,28,22,25
Bamboo Shoot Khichdi,Manipur,Veg,None,240,30,8,7
Bamboo Shoot Salad with Fish,Manipur,Non-Veg,None,250,20,15,12
Saba with Fish,Manipur,Non-Veg,None,310,18,20,25
Mithuna with Pork,Manipur,Non-Veg,None,330,22,25,22
Mithuna with Mutton,Manipur,Non-Veg,None,340,25,28,20
Steamed Fish with Bamboo Shoot,Manipur,Non-Veg,None,290,15,22,25
Pakora with Fish,Manipur,Non-Veg,None,270,25,18,12
Peshawari Paneer with Chicken,Manipur,Non-Veg,None,260,20,15,10
Kangshoi with Beef and Bamboo Shoot,Manipur,Non-Veg,None,350,25,30,22
Khao Yum with Fish,Manipur,Non-Veg,None,280,28,20,20
Pakora with Chicken,Manipur,Non-Veg,None,280,26,20,15
Pawnbut with Pork,Manipur,Non-Veg,None,330,22,25,20
Kangshoi with Fish and Bamboo Shoot,Manipur,Non-Veg,None,340,25,28,22
Macher Jhol with Pork,Manipur,Non-Veg,None,320,20,25,22
Saba with Chicken,Manipur,Non-Veg,None,310,20,22,25
Chamthong with Pork,Manipur,Non-Veg,None,330,22,25,22
Mithuna with Fish,Manipur,Non-Veg,None,320,22,25,20
Eromba with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,330,25,28,22
Nungshiba with Fish,Manipur,Non-Veg,None,320,20,25,22
Mumlik with Fish,Manipur,Non-Veg,None,310,18,20,25
Kangshoi with Pork and Chicken,Manipur,Non-Veg,None,340,22,28,22
Mithuna with Beef,Manipur,Non-Veg,None,330,25,28,20
Saba with Mutton,Manipur,Non-Veg,None,320,20,25,22
Thangjing with Fish,Manipur,Non-Veg,None,320,22,28,20
Steamed Fish with Chicken,Manipur,Non-Veg,None,290,18,22,25
Eromba with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,340,25,28,22
Pakora with Mutton,Manipur,Non-Veg,None,290,26,22,15
Chamthong with Beef,Manipur,Non-Veg,None,340,22,25,20
Mithuna with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,330,25,28,22
Kangshoi with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,350,25,30,25
Steamed Pork with Fish,Manipur,Non-Veg,None,300,15,22,25
Mithuna with Pork and Bamboo Shoot,Manipur,Non-Veg,None,340,25,28,22
Pakora with Beef,Manipur,Non-Veg,None,280,26,20,15
Eromba with Fish and Chicken,Manipur,Non-Veg,None,330,20,25,22
Saba with Pork,Manipur,Non-Veg,None,320,18,20,25
Nungshiba with Pork,Manipur,Non-Veg,None,320,22,25,22
"Kangshoi with Fish, Chicken, and Bamboo Shoot",Manipur,Non-Veg,None,350,28,30,25
Mithuna with Pork and Mutton,Manipur,Non-Veg,None,340,28,30,22
Thukpa with Beef,Manipur,Non-Veg,None,350,28,22,25
Khao Yum with Chicken,Manipur,Non-Veg,None,300,28,22,20
Bamboo Shoot Soup with Fish,Manipur,Non-Veg,None,250,18,15,12
Eromba with Pork and Chicken,Manipur,Non-Veg,None,330,25,28,22
Kangshoi with Fish and Pork,Manipur,Non-Veg,None,340,25,28,22
Saba with Fish and Mutton,Manipur,Non-Veg,None,330,22,25,20
Pakora with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,290,26,22,15
Chamthong with Mutton,Manipur,Non-Veg,None,340,25,30,25
Eromba with Mutton and Fish,Manipur,Non-Veg,None,350,25,28,22
"Kangshoi with Chicken, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,350,30,30,25
Thukpa with Mutton,Manipur,Non-Veg,None,340,28,25,22
Mithuna with Chicken and Mutton,Manipur,Non-Veg,None,350,30,30,25
Saba with Pork and Bamboo Shoot,Manipur,Non-Veg,None,320,22,25,22
"Kangshoi with Pork, Fish, and Mutton",Manipur,Non-Veg,None,360,30,35,25
Eromba with Chicken and Pork,Manipur,Non-Veg,None,330,22,25,22
Mithuna with Beef and Chicken,Manipur,Non-Veg,None,340,30,28,22
Saba with Chicken and Bamboo Shoot,Manipur,Non-Veg,None,320,22,20,25
Bamboo Shoot Khichdi with Mutton,Manipur,Non-Veg,None,340,30,30,25
Thukpa with Fish and Pork,Manipur,Non-Veg,None,340,28,25,20
Saba with Mutton and Bamboo Shoot,Manipur,Non-Veg,None,340,25,30,22
Kangshoi with Beef and Chicken,Manipur,Non-Veg,None,350,28,30,25
"Eromba with Fish, Mutton, and Chicken",Manipur,Non-Veg,None,360,30,35,25
Pakora with Mutton and Chicken,Manipur,Non-Veg,None,300,30,25,15
Nungshiba with Chicken and Pork,Manipur,Non-Veg,None,320,25,28,22
"Kangshoi with Chicken, Mutton, and Bamboo Shoot",Manipur,Non-Veg,None,360,30,35,25
"Saba with Fish, Pork, and Mutton",Manipur,Non-Veg,None,340,28,30,25
Khao Yum with Beef,Manipur,Non-Veg,None,320,28,22,20
Eromba with Chicken and Fish,Manipur,Non-Veg,None,330,25,28,22
Mumlik with Mutton,Manipur,Non-Veg,None,320,22,25,22
"Kangshoi with Pork, Chicken, and Bamboo Shoot",Manipur,Non-Veg,None,350,30,35,25
Pakora with Fish and Mutton,Manipur,Non-Veg,None,290,26,22,15
"Eromba with Pork, Chicken, and Mutton",Manipur,Non-Veg,None,350,30,35,25
"Kangshoi with Mutton, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,360,30,35,25
"Saba with Chicken, Pork, and Mutton",Manipur,Non-Veg,None,350,28,30,25
Bamboo Shoot Khichdi with Pork,Manipur,Non-Veg,None,320,28,25,20
"Pakora with Fish, Chicken, and Mutton",Manipur,Non-Veg,None,300,30,25,15
"Saba with Fish, Chicken, and Mutton",Manipur,Non-Veg,None,340,30,35,25
"Eromba with Chicken, Pork, and Mutton",Manipur,Non-Veg,None,350,30,35,25
"Kangshoi with Pork, Chicken, Mutton, and Bamboo Shoot",Manipur,Non-Veg,None,370,32,40,30
"Mithuna with Pork, Fish, and Mutton",Manipur,Non-Veg,None,360,30,35,30
"Thukpa with Fish, Pork, and Chicken",Manipur,Non-Veg,None,350,30,30,25
"Saba with Fish, Chicken, Pork, and Mutton",Manipur,Non-Veg,None,360,32,35,30
"Kangshoi with Pork, Chicken, Mutton, Fish, and Bamboo Shoot",Manipur,Non-Veg,None,380,35,40,35
"Eromba with Fish, Chicken, Mutton, and Pork",Manipur,Non-Veg,None,370,32,40,30
Puran Poli,Maharashtra,Veg,"Nuts, Dairy",400,60,10,8
